date,merchant,category,amount,payment_mode,month,month_num
2024-06-06,Swiggy,Food & Dining,708.51,Net Banking,June,6
2024-06-06,YouTube Premium,Entertainment,651.72,UPI,June,6
2024-06-06,KFC,Food & Dining,426.89,Net Banking,June,6
2024-06-06,Domino's,Food & Dining,712.11,Credit Card,June,6
2024-06-06,Myntra,Shopping,690.71,UPI,June,6
2024-06-07,Internshala,Education,1325.72,UPI,June,6
2024-06-07,Salon,Personal Care,263.11,Debit Card,June,6
2024-06-08,NPTEL,Education,1868.43,Net Banking,June,6
2024-06-08,RedBus,Transport,564.39,UPI,June,6
2024-06-09,Meesho,Shopping,755.1,Net Banking,June,6
2024-06-09,YouTube Premium,Entertainment,334.53,UPI,June,6
2024-06-09,Rapido,Transport,861.21,Credit Card,June,6
2024-06-10,Amazon,Shopping,1212.72,Net Banking,June,6
2024-06-10,Subway,Food & Dining,346.72,Net Banking,June,6
2024-06-10,Domino's,Food & Dining,763.16,Credit Card,June,6
2024-06-10,Salon,Personal Care,1484.55,Credit Card,June,6
2024-06-10,Swiggy,Food & Dining,490.28,Debit Card,June,6
2024-06-10,JioMart,Groceries,1431.38,Debit Card,June,6
2024-06-11,Steam,Entertainment,622.43,UPI,June,6
2024-06-11,Flipkart,Shopping,558.5,UPI,June,6
2024-06-12,BigBasket,Groceries,362.91,UPI,June,6
2024-06-12,Domino's,Food & Dining,604.49,UPI,June,6
2024-06-12,Zomato,Food & Dining,478.65,UPI,June,6
2024-06-13,Ajio,Shopping,3443.01,Credit Card,June,6
2024-06-13,Blinkit,Groceries,1186.42,UPI,June,6
2024-06-13,Ola,Transport,1092.29,UPI,June,6
2024-06-13,Cult.fit,Health,726.06,Credit Card,June,6
2024-06-14,Netflix,Entertainment,153.8,Cash,June,6
2024-06-14,Cafe Coffee Day,Food & Dining,353.13,Credit Card,June,6
2024-06-14,Nykaa,Personal Care,450.32,UPI,June,6
2024-06-15,Jio Recharge,Utilities,351.95,UPI,June,6
2024-06-15,Electricity Bill,Utilities,494.31,UPI,June,6
2024-06-15,RedBus,Transport,650.75,Credit Card,June,6
2024-06-17,Unacademy,Education,1189.07,Credit Card,June,6
2024-06-18,Netflix,Entertainment,530.85,UPI,June,6
2024-06-18,JioMart,Groceries,289.45,Net Banking,June,6
2024-06-18,Subway,Food & Dining,536.21,Debit Card,June,6
2024-06-18,Steam,Entertainment,238.11,UPI,June,6
2024-06-18,RedBus,Transport,374.04,Net Banking,June,6
2024-06-19,Water Bill,Utilities,982.46,Net Banking,June,6
2024-06-19,McDonald's,Food & Dining,459.51,Debit Card,June,6
2024-06-20,Cafe Coffee Day,Food & Dining,226.15,UPI,June,6
2024-06-20,IndiGo Airlines,Transport,665.66,Credit Card,June,6
2024-06-21,Unacademy,Education,2226.71,Debit Card,June,6
2024-06-21,Cult.fit,Health,453.47,Cash,June,6
2024-06-21,Cafe Coffee Day,Food & Dining,293.76,Credit Card,June,6
2024-06-21,Meesho,Shopping,2755.23,Debit Card,June,6
2024-06-21,Flipkart,Shopping,2917.48,Credit Card,June,6
2024-06-22,Uber,Transport,1047.74,Credit Card,June,6
2024-06-22,Cafe Coffee Day,Food & Dining,176.1,Credit Card,June,6
2024-06-22,Jio Recharge,Utilities,276.81,Cash,June,6
2024-06-23,Subway,Food & Dining,168.62,UPI,June,6
2024-06-23,Salon,Personal Care,352.65,Cash,June,6
2024-06-24,ATM Withdrawal,Miscellaneous,1563.19,UPI,June,6
2024-06-24,BigBasket,Groceries,187.29,Credit Card,June,6
2024-06-24,Subway,Food & Dining,170.68,UPI,June,6
2024-06-24,Swiggy,Food & Dining,407.42,UPI,June,6
2024-06-25,KFC,Food & Dining,521.19,Debit Card,June,6
2024-06-25,UPI Transfer,Miscellaneous,2305.93,Credit Card,June,6
2024-06-25,Salon,Personal Care,1195.84,UPI,June,6
2024-06-25,Water Bill,Utilities,1167.78,Credit Card,June,6
2024-06-26,Flipkart,Shopping,4062.6,UPI,June,6
2024-06-26,Water Bill,Utilities,906.51,UPI,June,6
2024-06-28,Uber,Transport,290.82,Credit Card,June,6
2024-06-29,Domino's,Food & Dining,209.55,Credit Card,June,6
2024-06-29,Airtel,Utilities,995.11,Debit Card,June,6
2024-06-29,YouTube Premium,Entertainment,441.38,Credit Card,June,6
2024-06-30,McDonald's,Food & Dining,576.37,Credit Card,June,6
2024-06-30,Water Bill,Utilities,1171.22,Debit Card,June,6
2024-06-30,Electricity Bill,Utilities,407.62,Credit Card,June,6
2024-06-30,RedBus,Transport,600.37,Debit Card,June,6
2024-07-01,Ola,Transport,822.3,UPI,July,7
2024-07-02,Spotify,Entertainment,388.85,Credit Card,July,7
2024-07-03,Zomato,Food & Dining,581.01,UPI,July,7
2024-07-03,Mamaearth,Personal Care,629.31,Debit Card,July,7
2024-07-03,Zomato,Food & Dining,270.91,Credit Card,July,7
2024-07-03,RedBus,Transport,1120.26,UPI,July,7
2024-07-03,Steam,Entertainment,592.22,Debit Card,July,7
2024-07-04,Amazon,Shopping,2369.63,UPI,July,7
2024-07-04,RedBus,Transport,67.89,UPI,July,7
2024-07-04,Subway,Food & Dining,538.68,UPI,July,7
2024-07-05,Rapido,Transport,483.28,Debit Card,July,7
2024-07-06,Coursera,Education,1249.54,Credit Card,July,7
2024-07-06,Netflix,Entertainment,409.0,UPI,July,7
2024-07-06,Flipkart,Shopping,1657.15,UPI,July,7
2024-07-06,KFC,Food & Dining,103.16,Net Banking,July,7
2024-07-07,Jio Recharge,Utilities,809.13,Cash,July,7
2024-07-07,Meesho,Shopping,822.9,Net Banking,July,7
2024-07-07,Spotify,Entertainment,673.42,Credit Card,July,7
2024-07-07,Blinkit,Groceries,827.17,Debit Card,July,7
2024-07-07,Steam,Entertainment,697.67,Debit Card,July,7
2024-07-09,Jio Recharge,Utilities,745.11,Credit Card,July,7
2024-07-09,Coursera,Education,1829.51,UPI,July,7
2024-07-09,Nykaa,Shopping,2266.82,Debit Card,July,7
2024-07-10,Meesho,Shopping,2367.13,UPI,July,7
2024-07-10,Airtel,Utilities,172.18,Debit Card,July,7
2024-07-10,YouTube Premium,Entertainment,464.43,UPI,July,7
2024-07-12,Ola,Transport,49.38,Credit Card,July,7
2024-07-12,Spotify,Entertainment,553.48,Cash,July,7
2024-07-12,Zomato,Food & Dining,366.68,UPI,July,7
2024-07-12,Uber,Transport,323.31,UPI,July,7
2024-07-13,KFC,Food & Dining,675.58,UPI,July,7
2024-07-13,PharmEasy,Health,948.62,UPI,July,7
2024-07-14,IndiGo Airlines,Transport,957.1,Credit Card,July,7
2024-07-14,Ajio,Shopping,459.5,Net Banking,July,7
2024-07-14,IndiGo Airlines,Transport,395.81,Credit Card,July,7
2024-07-14,IndiGo Airlines,Transport,1092.19,Debit Card,July,7
2024-07-14,Jio Recharge,Utilities,1172.06,Debit Card,July,7
2024-07-15,Flipkart,Shopping,908.34,Credit Card,July,7
2024-07-15,BigBasket,Groceries,550.69,Credit Card,July,7
2024-07-15,Salon,Personal Care,951.83,Credit Card,July,7
2024-07-16,Subway,Food & Dining,340.85,UPI,July,7
2024-07-16,Cult.fit,Health,408.39,Cash,July,7
2024-07-18,NPTEL,Education,215.52,Debit Card,July,7
2024-07-20,Rapido,Transport,682.66,UPI,July,7
2024-07-21,Flipkart,Shopping,2053.6,UPI,July,7
2024-07-21,Ajio,Shopping,3479.42,UPI,July,7
2024-07-21,DMart,Groceries,1411.98,UPI,July,7
2024-07-21,Flipkart,Shopping,2685.16,Debit Card,July,7
2024-07-21,Subway,Food & Dining,635.73,Net Banking,July,7
2024-07-22,Lakme,Personal Care,208.23,UPI,July,7
2024-07-22,Airtel,Utilities,1130.27,Cash,July,7
2024-07-22,Domino's,Food & Dining,146.18,Credit Card,July,7
2024-07-22,Amazon,Shopping,698.86,Credit Card,July,7
2024-07-23,Ola,Transport,1161.26,UPI,July,7
2024-07-24,Jio Recharge,Utilities,600.31,UPI,July,7
2024-07-24,KFC,Food & Dining,524.88,UPI,July,7
2024-07-24,Ajio,Shopping,1504.8,UPI,July,7
2024-07-24,Swiggy,Food & Dining,478.56,Cash,July,7
2024-07-25,Domino's,Food & Dining,560.61,UPI,July,7
2024-07-25,Cafe Coffee Day,Food & Dining,443.21,Credit Card,July,7
2024-07-25,BookMyShow,Entertainment,204.02,Credit Card,July,7
2024-07-26,Jio Recharge,Utilities,187.02,UPI,July,7
2024-07-27,Flipkart,Shopping,3514.92,Credit Card,July,7
2024-07-27,IndiGo Airlines,Transport,503.2,UPI,July,7
2024-07-28,Jio Recharge,Utilities,237.86,UPI,July,7
2024-07-28,Udemy,Education,1972.34,UPI,July,7
2024-07-29,KFC,Food & Dining,404.73,Net Banking,July,7
2024-07-29,Steam,Entertainment,614.98,UPI,July,7
2024-07-29,JioMart,Groceries,215.86,UPI,July,7
2024-07-29,Amazon,Shopping,1455.74,UPI,July,7
2024-07-30,Cafe Coffee Day,Food & Dining,215.96,UPI,July,7
2024-07-30,Ajio,Shopping,1885.91,UPI,July,7
2024-07-30,Zepto,Groceries,370.66,UPI,July,7
2024-07-30,Zomato,Food & Dining,186.81,UPI,July,7
2024-07-31,RedBus,Transport,342.59,UPI,July,7
2024-07-31,Unacademy,Education,1922.83,Net Banking,July,7
2024-07-31,KFC,Food & Dining,678.1,Credit Card,July,7
2024-08-01,KFC,Food & Dining,114.21,Cash,August,8
2024-08-01,Netflix,Entertainment,457.15,UPI,August,8
2024-08-01,Myntra,Shopping,2007.01,Debit Card,August,8
2024-08-01,NPTEL,Education,999.6,Debit Card,August,8
2024-08-02,Nykaa,Shopping,2821.44,Credit Card,August,8
2024-08-02,Cafe Coffee Day,Food & Dining,726.73,Debit Card,August,8
2024-08-02,Myntra,Shopping,3567.84,Debit Card,August,8
2024-08-03,Zomato,Food & Dining,402.73,Debit Card,August,8
2024-08-03,Nykaa,Shopping,505.08,UPI,August,8
2024-08-03,IndiGo Airlines,Transport,232.14,Credit Card,August,8
2024-08-04,Steam,Entertainment,327.97,Cash,August,8
2024-08-04,BigBasket,Groceries,1939.96,Credit Card,August,8
2024-08-04,Meesho,Shopping,356.3,UPI,August,8
2024-08-05,Airtel,Utilities,691.53,Debit Card,August,8
2024-08-05,KFC,Food & Dining,614.15,UPI,August,8
2024-08-06,PharmEasy,Health,1284.31,Net Banking,August,8
2024-08-07,Water Bill,Utilities,395.39,Debit Card,August,8
2024-08-07,KFC,Food & Dining,732.06,Net Banking,August,8
2024-08-07,Uber,Transport,319.91,Credit Card,August,8
2024-08-07,Zomato,Food & Dining,247.21,Cash,August,8
2024-08-07,Ajio,Shopping,2039.92,UPI,August,8
2024-08-08,Indian Railways,Transport,576.42,Debit Card,August,8
2024-08-08,Meesho,Shopping,2659.72,UPI,August,8
2024-08-08,Mamaearth,Personal Care,942.39,UPI,August,8
2024-08-10,McDonald's,Food & Dining,413.17,UPI,August,8
2024-08-10,Coursera,Education,2290.29,UPI,August,8
2024-08-11,YouTube Premium,Entertainment,146.19,Net Banking,August,8
2024-08-11,JioMart,Groceries,1799.81,UPI,August,8
2024-08-12,Zomato,Food & Dining,227.0,Credit Card,August,8
2024-08-13,Ola,Transport,325.4,Net Banking,August,8
2024-08-13,Subway,Food & Dining,523.54,Debit Card,August,8
2024-08-14,Unacademy,Education,1898.81,UPI,August,8
2024-08-14,Unacademy,Education,798.16,Debit Card,August,8
2024-08-14,Electricity Bill,Utilities,930.62,Credit Card,August,8
2024-08-15,Ola,Transport,880.37,Net Banking,August,8
2024-08-17,JioMart,Groceries,813.73,Credit Card,August,8
2024-08-18,Subway,Food & Dining,477.39,Credit Card,August,8
2024-08-18,Lakme,Personal Care,710.39,UPI,August,8
2024-08-18,Myntra,Shopping,2854.58,UPI,August,8
2024-08-18,BookMyShow,Entertainment,670.11,Credit Card,August,8
2024-08-18,Cafe Coffee Day,Food & Dining,662.55,UPI,August,8
2024-08-18,Meesho,Shopping,4789.71,UPI,August,8
2024-08-18,IndiGo Airlines,Transport,387.64,Credit Card,August,8
2024-08-19,Cafe Coffee Day,Food & Dining,710.09,UPI,August,8
2024-08-19,Cafe Coffee Day,Food & Dining,630.16,Credit Card,August,8
2024-08-20,IndiGo Airlines,Transport,1150.06,Cash,August,8
2024-08-20,McDonald's,Food & Dining,222.9,Debit Card,August,8
2024-08-20,Swiggy,Food & Dining,531.28,Credit Card,August,8
2024-08-20,IndiGo Airlines,Transport,141.25,UPI,August,8
2024-08-20,Apollo Pharmacy,Health,652.98,Credit Card,August,8
2024-08-21,Subway,Food & Dining,550.68,Cash,August,8
2024-08-21,Water Bill,Utilities,483.13,UPI,August,8
2024-08-22,Swiggy,Food & Dining,234.97,Credit Card,August,8
2024-08-22,Steam,Entertainment,428.84,UPI,August,8
2024-08-22,Cafe Coffee Day,Food & Dining,586.75,Debit Card,August,8
2024-08-22,NPTEL,Education,2612.67,Credit Card,August,8
2024-08-23,Ajio,Shopping,578.24,UPI,August,8
2024-08-23,Zomato,Food & Dining,724.18,Credit Card,August,8
2024-08-23,Cafe Coffee Day,Food & Dining,168.49,Credit Card,August,8
2024-08-23,Subway,Food & Dining,276.61,Credit Card,August,8
2024-08-23,Coursera,Education,444.06,UPI,August,8
2024-08-23,Ola,Transport,43.83,UPI,August,8
2024-08-24,IndiGo Airlines,Transport,835.15,UPI,August,8
2024-08-25,Zepto,Groceries,884.09,UPI,August,8
2024-08-25,Nykaa,Shopping,4630.75,Credit Card,August,8
2024-08-27,Unacademy,Education,2838.49,Credit Card,August,8
2024-08-28,Ola,Transport,1021.19,UPI,August,8
2024-08-28,Apollo Pharmacy,Health,1375.78,UPI,August,8
2024-08-28,KFC,Food & Dining,487.68,Net Banking,August,8
2024-08-28,BigBasket,Groceries,175.82,Credit Card,August,8
2024-08-29,1mg,Health,1154.7,Credit Card,August,8
2024-08-30,Swiggy,Food & Dining,275.55,Debit Card,August,8
2024-08-30,BookMyShow,Entertainment,305.55,Debit Card,August,8
2024-08-30,Internshala,Education,2203.56,UPI,August,8
2024-08-30,Airtel,Utilities,563.67,UPI,August,8
2024-08-30,Rapido,Transport,1125.37,UPI,August,8
2024-08-31,Amazon,Shopping,2362.51,Debit Card,August,8
2024-08-31,Spotify,Entertainment,384.76,UPI,August,8
2024-08-31,DMart,Groceries,138.44,Debit Card,August,8
2024-08-31,Jio Recharge,Utilities,594.84,UPI,August,8
2024-08-31,Meesho,Shopping,4687.32,Credit Card,August,8
2024-09-01,Domino's,Food & Dining,201.1,UPI,September,9
2024-09-01,Airtel,Utilities,224.36,Credit Card,September,9
2024-09-02,IndiGo Airlines,Transport,349.95,UPI,September,9
2024-09-02,Indian Railways,Transport,1163.41,UPI,September,9
2024-09-02,Airtel,Utilities,278.92,UPI,September,9
2024-09-02,Meesho,Shopping,973.98,Debit Card,September,9
2024-09-03,Ola,Transport,44.92,UPI,September,9
2024-09-03,BigBasket,Groceries,1053.49,UPI,September,9
2024-09-03,Cafe Coffee Day,Food & Dining,358.08,UPI,September,9
2024-09-04,RedBus,Transport,922.56,UPI,September,9
2024-09-04,Cafe Coffee Day,Food & Dining,563.74,UPI,September,9
2024-09-04,Water Bill,Utilities,299.39,UPI,September,9
2024-09-05,Swiggy,Food & Dining,592.51,Net Banking,September,9
2024-09-06,Uber,Transport,396.69,UPI,September,9
2024-09-06,KFC,Food & Dining,194.38,Credit Card,September,9
2024-09-06,Lakme,Personal Care,262.07,Credit Card,September,9
2024-09-07,McDonald's,Food & Dining,709.04,Debit Card,September,9
2024-09-07,KFC,Food & Dining,251.54,UPI,September,9
2024-09-07,DMart,Groceries,273.16,Credit Card,September,9
2024-09-08,Amazon,Shopping,646.66,UPI,September,9
2024-09-08,Zomato,Food & Dining,480.55,Credit Card,September,9
2024-09-08,Salon,Personal Care,505.45,Debit Card,September,9
2024-09-09,Meesho,Shopping,391.33,UPI,September,9
2024-09-09,Meesho,Shopping,3847.41,UPI,September,9
2024-09-11,Blinkit,Groceries,541.16,Credit Card,September,9
2024-09-11,1mg,Health,237.32,Credit Card,September,9
2024-09-11,Zepto,Groceries,650.38,Cash,September,9
2024-09-12,Netflix,Entertainment,478.17,Credit Card,September,9
2024-09-12,JioMart,Groceries,144.03,Net Banking,September,9
2024-09-12,BookMyShow,Entertainment,253.4,Debit Card,September,9
2024-09-12,Coursera,Education,1678.2,Cash,September,9
2024-09-12,Amazon,Shopping,4907.22,Debit Card,September,9
2024-09-12,KFC,Food & Dining,86.43,Net Banking,September,9
2024-09-12,Other,Miscellaneous,2121.11,UPI,September,9
2024-09-13,Zomato,Food & Dining,412.08,UPI,September,9
2024-09-13,Cult.fit,Health,1067.63,UPI,September,9
2024-09-14,Zepto,Groceries,399.12,Cash,September,9
2024-09-14,Spotify,Entertainment,138.17,UPI,September,9
2024-09-14,Nykaa,Shopping,1747.43,UPI,September,9
2024-09-14,Cafe Coffee Day,Food & Dining,564.41,Credit Card,September,9
2024-09-14,Swiggy,Food & Dining,685.99,Debit Card,September,9
2024-09-15,Flipkart,Shopping,1232.69,UPI,September,9
2024-09-15,Domino's,Food & Dining,452.78,UPI,September,9
2024-09-15,Udemy,Education,1894.43,UPI,September,9
2024-09-16,Uber,Transport,1013.55,Net Banking,September,9
2024-09-17,Unacademy,Education,2536.23,Cash,September,9
2024-09-17,1mg,Health,1302.84,UPI,September,9
2024-09-17,Rapido,Transport,391.37,Cash,September,9
2024-09-18,RedBus,Transport,191.3,UPI,September,9
2024-09-18,KFC,Food & Dining,125.97,UPI,September,9
2024-09-19,IndiGo Airlines,Transport,670.93,UPI,September,9
2024-09-20,Apollo Pharmacy,Health,709.31,Credit Card,September,9
2024-09-21,Electricity Bill,Utilities,665.74,Credit Card,September,9
2024-09-21,Nykaa,Personal Care,1327.48,Debit Card,September,9
2024-09-22,Meesho,Shopping,1396.15,Debit Card,September,9
2024-09-22,Indian Railways,Transport,761.73,Debit Card,September,9
2024-09-22,Coursera,Education,221.58,UPI,September,9
2024-09-22,Spotify,Entertainment,547.71,UPI,September,9
2024-09-23,Myntra,Shopping,2400.6,Debit Card,September,9
2024-09-24,Nykaa,Shopping,1444.39,UPI,September,9
2024-09-24,Jio Recharge,Utilities,555.89,UPI,September,9
2024-09-25,Netflix,Entertainment,598.58,UPI,September,9
2024-09-27,Domino's,Food & Dining,695.58,UPI,September,9
2024-09-27,JioMart,Groceries,1932.29,Net Banking,September,9
2024-09-28,IndiGo Airlines,Transport,673.95,UPI,September,9
2024-09-28,Subway,Food & Dining,390.23,UPI,September,9
2024-09-28,Swiggy,Food & Dining,241.25,UPI,September,9
2024-09-28,Other,Miscellaneous,1526.88,UPI,September,9
2024-09-28,KFC,Food & Dining,53.09,Debit Card,September,9
2024-09-29,Rapido,Transport,820.77,Net Banking,September,9
2024-09-29,RedBus,Transport,227.0,Cash,September,9
2024-09-30,Jio Recharge,Utilities,940.45,Net Banking,September,9
2024-09-30,YouTube Premium,Entertainment,695.81,Credit Card,September,9
2024-10-01,Flipkart,Shopping,1827.45,Credit Card,October,10
2024-10-01,Uber,Transport,692.28,Net Banking,October,10
2024-10-01,Myntra,Shopping,4384.12,UPI,October,10
2024-10-01,Cafe Coffee Day,Food & Dining,293.59,UPI,October,10
2024-10-02,Udemy,Education,1366.29,Credit Card,October,10
2024-10-03,Jio Recharge,Utilities,1128.66,Credit Card,October,10
2024-10-03,Flipkart,Shopping,2282.55,Debit Card,October,10
2024-10-04,Amazon,Shopping,1462.44,Net Banking,October,10
2024-10-04,ATM Withdrawal,Miscellaneous,3674.95,UPI,October,10
2024-10-04,IndiGo Airlines,Transport,1463.32,UPI,October,10
2024-10-04,Salon,Personal Care,725.26,Net Banking,October,10
2024-10-05,NPTEL,Education,3964.37,Credit Card,October,10
2024-10-05,Ajio,Shopping,4875.65,UPI,October,10
2024-10-05,Electricity Bill,Utilities,1380.72,UPI,October,10
2024-10-06,Meesho,Shopping,6871.42,Credit Card,October,10
2024-10-06,1mg,Health,370.21,UPI,October,10
2024-10-06,IndiGo Airlines,Transport,258.77,Net Banking,October,10
2024-10-07,Flipkart,Shopping,4683.3,UPI,October,10
2024-10-07,KFC,Food & Dining,215.72,Credit Card,October,10
2024-10-08,KFC,Food & Dining,1079.92,Cash,October,10
2024-10-08,Myntra,Shopping,5630.55,Net Banking,October,10
2024-10-08,Domino's,Food & Dining,636.3,Cash,October,10
2024-10-08,Subway,Food & Dining,169.18,UPI,October,10
2024-10-09,Swiggy,Food & Dining,98.41,Net Banking,October,10
2024-10-09,Udemy,Education,1917.37,UPI,October,10
2024-10-09,Udemy,Education,2674.59,Credit Card,October,10
2024-10-10,NPTEL,Education,1115.45,UPI,October,10
2024-10-10,Subway,Food & Dining,813.55,Credit Card,October,10
2024-10-10,Udemy,Education,1033.31,Credit Card,October,10
2024-10-11,Unacademy,Education,751.97,Cash,October,10
2024-10-11,Myntra,Shopping,3960.44,UPI,October,10
2024-10-11,Ajio,Shopping,1529.09,Debit Card,October,10
2024-10-12,Mamaearth,Personal Care,1189.98,Credit Card,October,10
2024-10-13,Myntra,Shopping,4475.06,Debit Card,October,10
2024-10-13,Blinkit,Groceries,1365.77,UPI,October,10
2024-10-13,1mg,Health,1949.39,Credit Card,October,10
2024-10-13,McDonald's,Food & Dining,346.17,Credit Card,October,10
2024-10-14,Cafe Coffee Day,Food & Dining,302.57,Cash,October,10
2024-10-14,Flipkart,Shopping,1299.59,UPI,October,10
2024-10-15,Cafe Coffee Day,Food & Dining,576.68,Credit Card,October,10
2024-10-16,Cafe Coffee Day,Food & Dining,725.03,UPI,October,10
2024-10-16,NPTEL,Education,1535.96,UPI,October,10
2024-10-16,KFC,Food & Dining,286.35,Debit Card,October,10
2024-10-16,KFC,Food & Dining,885.11,Credit Card,October,10
2024-10-16,BookMyShow,Entertainment,775.73,UPI,October,10
2024-10-16,Udemy,Education,2813.29,UPI,October,10
2024-10-17,Water Bill,Utilities,1066.2,UPI,October,10
2024-10-17,Zomato,Food & Dining,634.93,Debit Card,October,10
2024-10-17,McDonald's,Food & Dining,363.17,Net Banking,October,10
2024-10-18,BookMyShow,Entertainment,483.53,Credit Card,October,10
2024-10-18,Spotify,Entertainment,550.13,Debit Card,October,10
2024-10-20,KFC,Food & Dining,818.02,Net Banking,October,10
2024-10-20,RedBus,Transport,86.95,Net Banking,October,10
2024-10-20,KFC,Food & Dining,772.07,Credit Card,October,10
2024-10-21,Netflix,Entertainment,909.54,UPI,October,10
2024-10-21,IndiGo Airlines,Transport,523.1,Credit Card,October,10
2024-10-21,Ajio,Shopping,4417.97,UPI,October,10
2024-10-21,RedBus,Transport,1256.54,UPI,October,10
2024-10-21,McDonald's,Food & Dining,457.24,Credit Card,October,10
2024-10-21,Water Bill,Utilities,662.76,Debit Card,October,10
2024-10-21,Swiggy,Food & Dining,320.33,Net Banking,October,10
2024-10-21,JioMart,Groceries,594.8,Credit Card,October,10
2024-10-22,Ajio,Shopping,4716.42,UPI,October,10
2024-10-22,Swiggy,Food & Dining,765.88,Credit Card,October,10
2024-10-22,Udemy,Education,2918.46,Credit Card,October,10
2024-10-23,PharmEasy,Health,1267.47,Credit Card,October,10
2024-10-23,McDonald's,Food & Dining,661.29,UPI,October,10
2024-10-24,Cafe Coffee Day,Food & Dining,773.07,Cash,October,10
2024-10-24,Swiggy,Food & Dining,643.16,Credit Card,October,10
2024-10-24,YouTube Premium,Entertainment,251.82,UPI,October,10
2024-10-24,McDonald's,Food & Dining,600.24,Credit Card,October,10
2024-10-25,NPTEL,Education,2987.94,Debit Card,October,10
2024-10-25,Airtel,Utilities,984.46,UPI,October,10
2024-10-25,Rapido,Transport,409.41,Credit Card,October,10
2024-10-26,Nykaa,Personal Care,1724.01,UPI,October,10
2024-10-26,Zomato,Food & Dining,214.84,UPI,October,10
2024-10-26,Meesho,Shopping,5422.45,Credit Card,October,10
2024-10-27,Indian Railways,Transport,1036.24,UPI,October,10
2024-10-27,Zomato,Food & Dining,695.62,Credit Card,October,10
2024-10-27,Ajio,Shopping,2526.52,UPI,October,10
2024-10-28,Netflix,Entertainment,829.75,UPI,October,10
2024-10-29,Domino's,Food & Dining,130.84,UPI,October,10
2024-10-29,KFC,Food & Dining,398.57,UPI,October,10
2024-10-30,Cafe Coffee Day,Food & Dining,323.18,UPI,October,10
2024-10-31,Indian Railways,Transport,982.63,Credit Card,October,10
2024-10-31,Domino's,Food & Dining,754.39,UPI,October,10
2024-10-31,Coursera,Education,593.38,Credit Card,October,10
2024-11-01,Airtel,Utilities,1157.37,Net Banking,November,11
2024-11-01,Uber,Transport,315.96,Credit Card,November,11
2024-11-01,BigBasket,Groceries,1382.36,UPI,November,11
2024-11-02,Ajio,Shopping,3807.48,Net Banking,November,11
2024-11-02,Zepto,Groceries,509.59,UPI,November,11
2024-11-03,Amazon,Shopping,372.46,UPI,November,11
2024-11-03,Myntra,Shopping,4564.74,Credit Card,November,11
2024-11-03,Myntra,Shopping,5733.0,Cash,November,11
2024-11-04,DMart,Groceries,331.07,Net Banking,November,11
2024-11-04,Cafe Coffee Day,Food & Dining,792.48,Debit Card,November,11
2024-11-04,KFC,Food & Dining,918.78,UPI,November,11
2024-11-05,Nykaa,Shopping,971.26,Net Banking,November,11
2024-11-05,McDonald's,Food & Dining,110.89,UPI,November,11
2024-11-06,Nykaa,Personal Care,1361.1,UPI,November,11
2024-11-06,Unacademy,Education,2856.78,Debit Card,November,11
2024-11-06,Zepto,Groceries,2175.0,Credit Card,November,11
2024-11-07,Swiggy,Food & Dining,330.56,Credit Card,November,11
2024-11-07,Amazon,Shopping,4598.06,UPI,November,11
2024-11-07,Domino's,Food & Dining,279.84,Net Banking,November,11
2024-11-08,Nykaa,Personal Care,1657.0,UPI,November,11
2024-11-08,Unacademy,Education,1376.13,Debit Card,November,11
2024-11-09,BookMyShow,Entertainment,646.96,UPI,November,11
2024-11-09,Domino's,Food & Dining,159.95,UPI,November,11
2024-11-09,Electricity Bill,Utilities,546.53,Debit Card,November,11
2024-11-10,Cafe Coffee Day,Food & Dining,949.32,UPI,November,11
2024-11-10,Bank Charges,Miscellaneous,2613.98,UPI,November,11
2024-11-10,Meesho,Shopping,4186.17,Credit Card,November,11
2024-11-10,Salon,Personal Care,1744.01,Credit Card,November,11
2024-11-10,JioMart,Groceries,1490.63,Debit Card,November,11
2024-11-10,Airtel,Utilities,1118.6,UPI,November,11
2024-11-10,NPTEL,Education,679.52,Credit Card,November,11
2024-11-10,YouTube Premium,Entertainment,455.24,Credit Card,November,11
2024-11-11,Swiggy,Food & Dining,885.68,Credit Card,November,11
2024-11-11,Zepto,Groceries,2305.77,Credit Card,November,11
2024-11-11,Electricity Bill,Utilities,813.46,UPI,November,11
2024-11-11,Airtel,Utilities,294.2,Credit Card,November,11
2024-11-12,KFC,Food & Dining,740.51,Credit Card,November,11
2024-11-12,Meesho,Shopping,5791.67,UPI,November,11
2024-11-13,KFC,Food & Dining,613.02,Net Banking,November,11
2024-11-13,Rapido,Transport,669.98,Debit Card,November,11
2024-11-13,KFC,Food & Dining,135.55,Debit Card,November,11
2024-11-14,YouTube Premium,Entertainment,158.21,Debit Card,November,11
2024-11-14,KFC,Food & Dining,160.95,UPI,November,11
2024-11-14,Zomato,Food & Dining,672.2,Net Banking,November,11
2024-11-15,Ola,Transport,54.03,Cash,November,11
2024-11-16,IndiGo Airlines,Transport,723.6,UPI,November,11
2024-11-16,Subway,Food & Dining,128.19,UPI,November,11
2024-11-16,Zomato,Food & Dining,974.26,Credit Card,November,11
2024-11-16,McDonald's,Food & Dining,699.01,Debit Card,November,11
2024-11-17,BookMyShow,Entertainment,584.1,UPI,November,11
2024-11-17,Subway,Food & Dining,483.6,Net Banking,November,11
2024-11-17,Domino's,Food & Dining,334.26,Net Banking,November,11
2024-11-18,KFC,Food & Dining,190.31,Credit Card,November,11
